"","Monthly_Date","Store","Dept","Monthly_Sales","Region"
"8394",2010-04-01,"33","55",32.94,1
"8395",2010-04-01,"33","59",25.33,4
"8396",2010-04-01,"33","60",624.8,1
"8397",2010-04-01,"33","67",2993.69,1
"8398",2010-04-01,"33","74",2320.27,3
"8399",2010-04-01,"33","79",52944.82,2
"8400",2010-04-01,"33","80",50156.25,2
"8401",2010-04-01,"33","81",47138.98,1
"8402",2010-04-01,"33","82",14895.14,3
"8403",2010-04-01,"33","83",24966.55,2
"8404",2010-04-01,"33","87",533.02,1
"8405",2010-04-01,"33","90",135292.81,2
"8406",2010-04-01,"33","91",47093.02,3
"8407",2010-04-01,"33","92",192831.07,3
"8408",2010-04-01,"33","93",175035.09,3
"8409",2010-04-01,"33","94",222270.96,3
"8410",2010-04-01,"33","95",141223.84,3
"8411",2010-04-01,"33","96",41285.2,2
"8412",2010-04-01,"33","97",26958.86,1
"8413",2010-04-01,"33","98",43497.62,3
"8414",2010-04-01,"34","1",109074.39,2
"8415",2010-04-01,"34","2",166126.33,1
"8416",2010-04-01,"34","3",26942.3,2
"8417",2010-04-01,"34","4",93782.52,4
"8418",2010-04-01,"34","5",94284.86,3
"8419",2010-04-01,"34","6",16461.71,2
"8420",2010-04-01,"34","7",78607.39,1
"8421",2010-04-01,"34","8",134764.89,1
"8422",2010-04-01,"34","9",84022.39,1
"8423",2010-04-01,"34","10",75105.86,3
"8424",2010-04-01,"34","11",65437.02,2
"8425",2010-04-01,"34","12",26719.36,4
"8426",2010-04-01,"34","13",117645.83,2
"8427",2010-04-01,"34","14",43598.91,3
"8428",2010-04-01,"34","16",182800.26,4
"8429",2010-04-01,"34","17",29560.98,1
"8430",2010-04-01,"34","18",20913.56,2
"8431",2010-04-01,"34","19",16.97,3
"8432",2010-04-01,"34","20",13137.37,4
"8433",2010-04-01,"34","21",23399.03,3
"8434",2010-04-01,"34","22",24319.59,3
"8435",2010-04-01,"34","23",56076.24,2
"8436",2010-04-01,"34","24",15487.8,2
"8437",2010-04-01,"34","25",29392.49,4
"8438",2010-04-01,"34","26",24039.09,2
"8439",2010-04-01,"34","27",2611,2
"8440",2010-04-01,"34","28",1820.22,4
"8441",2010-04-01,"34","29",7572.32,2
"8442",2010-04-01,"34","30",9660.7,4
"8443",2010-04-01,"34","31",3574.52,3
"8444",2010-04-01,"34","32",18491.9,2
"8445",2010-04-01,"34","33",18110.02,1
"8446",2010-04-01,"34","34",41048.83,3
"8447",2010-04-01,"34","35",9065,1
"8448",2010-04-01,"34","36",2832.5,2
"8449",2010-04-01,"34","37",11784.99,1
"8450",2010-04-01,"34","38",243218.99,4
"8451",2010-04-01,"34","40",180982.18,3
"8452",2010-04-01,"34","41",778,2
"8453",2010-04-01,"34","42",21157.01,3
"8454",2010-04-01,"34","44",14483.02,2
"8455",2010-04-01,"34","45",22.69,1
"8456",2010-04-01,"34","46",81010.92,2
"8457",2010-04-01,"34","48",2043,3
"8458",2010-04-01,"34","49",20879.62,2
"8459",2010-04-01,"34","51",284.76,4
"8460",2010-04-01,"34","52",6230.9,2
"8461",2010-04-01,"34","54",556.97,1
"8462",2010-04-01,"34","55",39037.18,2
"8463",2010-04-01,"34","56",64452.72,2
"8464",2010-04-01,"34","58",7639.88,3
"8465",2010-04-01,"34","59",2781.95,3
"8466",2010-04-01,"34","65",244758.79,2
"8467",2010-04-01,"34","67",28404.98,1
"8468",2010-04-01,"34","71",10318.04,3
"8469",2010-04-01,"34","72",154789.54,2
"8470",2010-04-01,"34","74",32045.27,2
"8471",2010-04-01,"34","79",71397.37,4
"8472",2010-04-01,"34","80",50818.07,2
"8473",2010-04-01,"34","81",76741.43,2
"8474",2010-04-01,"34","82",58762.39,4
"8475",2010-04-01,"34","83",15010.25,1
"8476",2010-04-01,"34","85",10420.14,2
"8477",2010-04-01,"34","87",15902.6,1
"8478",2010-04-01,"34","90",198218.89,3
"8479",2010-04-01,"34","91",156563.37,3
"8480",2010-04-01,"34","92",301290.04,1
"8481",2010-04-01,"34","93",129487.19,3
"8482",2010-04-01,"34","94",183718,2
"8483",2010-04-01,"34","95",323447.1,2
"8484",2010-04-01,"34","96",83428.26,4
"8485",2010-04-01,"34","97",80438,3
"8486",2010-04-01,"34","98",33802.66,4
"8487",2010-04-01,"34","99",8.96,4
"8488",2010-04-01,"35","1",133733.43,1
"8489",2010-04-01,"35","2",278124.48,1
"8490",2010-04-01,"35","3",49050.33,3
"8491",2010-04-01,"35","4",132051.82,4
"8492",2010-04-01,"35","5",154347.12,4
"8493",2010-04-01,"35","6",48205.12,1
"8494",2010-04-01,"35","7",200145.27,4
"8495",2010-04-01,"35","8",124641.51,1
"8496",2010-04-01,"35","9",105539.03,3
"8497",2010-04-01,"35","10",91835.9,3
"8498",2010-04-01,"35","11",96424.47,2
"8499",2010-04-01,"35","12",16124.13,4
"8500",2010-04-01,"35","13",228636.89,4
"8501",2010-04-01,"35","14",181759.64,4
"8502",2010-04-01,"35","16",77446.17,2
"8503",2010-04-01,"35","17",109524.45,1
"8504",2010-04-01,"35","18",24908.23,2
"8505",2010-04-01,"35","20",74432.1,1
"8506",2010-04-01,"35","21",24007.16,3
"8507",2010-04-01,"35","22",128560.95,2
"8508",2010-04-01,"35","23",239068.1,4
"8509",2010-04-01,"35","24",73351.12,1
"8510",2010-04-01,"35","25",103705,1
"8511",2010-04-01,"35","26",93812.98,3
"8512",2010-04-01,"35","27",7020.28,1
"8513",2010-04-01,"35","28",5855.03,3
"8514",2010-04-01,"35","29",49561.37,3
"8515",2010-04-01,"35","30",42683.9,2
"8516",2010-04-01,"35","31",18996.62,4
"8517",2010-04-01,"35","32",43263.1,1
"8518",2010-04-01,"35","33",68699.53,3
"8519",2010-04-01,"35","34",175775.29,2
"8520",2010-04-01,"35","35",22916.02,4
"8521",2010-04-01,"35","36",20389,2
"8522",2010-04-01,"35","38",185795.43,2
"8523",2010-04-01,"35","40",251873.96,1
"8524",2010-04-01,"35","41",11047.35,4
"8525",2010-04-01,"35","42",55010.57,1
"8526",2010-04-01,"35","44",11343.65,4
"8527",2010-04-01,"35","46",99437.13,2
"8528",2010-04-01,"35","47",150,1
"8529",2010-04-01,"35","49",-3.83,2
"8530",2010-04-01,"35","51",166.32,2
"8531",2010-04-01,"35","52",11598.8,3
"8532",2010-04-01,"35","54",2802,4
"8533",2010-04-01,"35","55",68654.19,4
"8534",2010-04-01,"35","56",14532.07,3
"8535",2010-04-01,"35","58",20377,4
"8536",2010-04-01,"35","59",1950.71,1
"8537",2010-04-01,"35","60",306.2,3
"8538",2010-04-01,"35","67",30174.03,3
"8539",2010-04-01,"35","71",72959.16,1
"8540",2010-04-01,"35","72",451000.33,3
"8541",2010-04-01,"35","74",134289.53,3
"8542",2010-04-01,"35","78",24,1
"8543",2010-04-01,"35","79",161973.89,3
"8544",2010-04-01,"35","80",56.32,2
"8545",2010-04-01,"35","81",51116.39,3
"8546",2010-04-01,"35","82",53017.53,4
"8547",2010-04-01,"35","83",23044.06,2
"8548",2010-04-01,"35","85",12139.6,3
"8549",2010-04-01,"35","87",66041.27,2
"8550",2010-04-01,"35","90",80291.9,3
"8551",2010-04-01,"35","91",59079.74,3
"8552",2010-04-01,"35","92",206590.53,1
"8553",2010-04-01,"35","93",9178.25,2
"8554",2010-04-01,"35","94",0.98,3
"8555",2010-04-01,"35","95",264009.54,1
"8556",2010-04-01,"35","97",25180.98,4
"8557",2010-04-01,"35","98",12,4
"8558",2010-04-01,"36","1",8879.93,3
"8559",2010-04-01,"36","2",75572.87,1
"8560",2010-04-01,"36","3",46.44,4
"8561",2010-04-01,"36","4",58768.24,3
"8562",2010-04-01,"36","7",1801.41,2
"8563",2010-04-01,"36","8",17276.45,4
"8564",2010-04-01,"36","9",14.4,2
"8565",2010-04-01,"36","10",36.45,1
"8566",2010-04-01,"36","11",674.09,2
"8567",2010-04-01,"36","13",68774.21,4
"8568",2010-04-01,"36","14",11546.72,4
"8569",2010-04-01,"36","16",4361.94,2
"8570",2010-04-01,"36","17",3233.96,4
"8571",2010-04-01,"36","18",441.26,1
"8572",2010-04-01,"36","20",400.75,3
"8573",2010-04-01,"36","21",1582.84,4
"8574",2010-04-01,"36","25",373.5,3
"8575",2010-04-01,"36","26",881.88,4
"8576",2010-04-01,"36","38",86459.93,1
"8577",2010-04-01,"36","40",54293.04,3
"8578",2010-04-01,"36","44",7.44,3
"8579",2010-04-01,"36","46",15921.12,2
"8580",2010-04-01,"36","55",1454.76,2
"8581",2010-04-01,"36","59",96.81,4
"8582",2010-04-01,"36","60",1135.2,4
"8583",2010-04-01,"36","67",4230.8,4
"8584",2010-04-01,"36","74",4057.68,2
"8585",2010-04-01,"36","79",91922,4
"8586",2010-04-01,"36","80",114155.63,2
"8587",2010-04-01,"36","81",71831.01,3
"8588",2010-04-01,"36","82",20190.92,1
"8589",2010-04-01,"36","83",32848.65,3
"8590",2010-04-01,"36","90",212127.33,3
"8591",2010-04-01,"36","91",60389.85,4
"8592",2010-04-01,"36","92",277988.75,3
"8593",2010-04-01,"36","93",194808.85,2
"8594",2010-04-01,"36","94",365702.86,2
"8595",2010-04-01,"36","95",227903.86,3
"8596",2010-04-01,"36","96",78745.86,1
"8597",2010-04-01,"36","97",35982.32,2
"8598",2010-04-01,"36","98",57783.72,4
"8599",2010-04-01,"37","1",54144.15,1
"8600",2010-04-01,"37","2",79281.63,2
"8601",2010-04-01,"37","3",5570.67,3
"8602",2010-04-01,"37","4",85880.23,3
"8603",2010-04-01,"37","5",9406.62,1
"8604",2010-04-01,"37","6",280.97,2
"8605",2010-04-01,"37","7",4886.74,4
"8606",2010-04-01,"37","8",79473.55,2
"8607",2010-04-01,"37","9",869.43,4
"8608",2010-04-01,"37","10",2028.79,1
"8609",2010-04-01,"37","11",6494.89,2
"8610",2010-04-01,"37","12",766.91,3
"8611",2010-04-01,"37","13",84582.67,2
"8612",2010-04-01,"37","14",7152.65,4
"8613",2010-04-01,"37","16",14280.26,1
"8614",2010-04-01,"37","17",1561.75,3
"8615",2010-04-01,"37","18",3810.91,2
"8616",2010-04-01,"37","20",38.5,1
"8617",2010-04-01,"37","21",11090.31,1
"8618",2010-04-01,"37","23",24,4
"8619",2010-04-01,"37","24",6,1
"8620",2010-04-01,"37","25",446.75,3
"8621",2010-04-01,"37","28",1033.02,1
"8622",2010-04-01,"37","31",537.06,2
"8623",2010-04-01,"37","32",2,4
"8624",2010-04-01,"37","38",429095.21,3
"8625",2010-04-01,"37","40",139304.92,1
"8626",2010-04-01,"37","42",555.79,1
"8627",2010-04-01,"37","44",0.46,2
"8628",2010-04-01,"37","46",42921.72,3
"8629",2010-04-01,"37","52",173.84,3
"8630",2010-04-01,"37","55",16.88,2
"8631",2010-04-01,"37","56",4393.31,4
"8632",2010-04-01,"37","59",1191.55,4
"8633",2010-04-01,"37","60",3819.2,1
"8634",2010-04-01,"37","67",10533.24,3
"8635",2010-04-01,"37","72",1149.79,2
"8636",2010-04-01,"37","74",2454.12,4
"8637",2010-04-01,"37","79",41689.59,4
"8638",2010-04-01,"37","80",52443.44,3
"8639",2010-04-01,"37","81",55142.82,1
"8640",2010-04-01,"37","82",19927.2,2
"8641",2010-04-01,"37","83",12915.56,2
"8642",2010-04-01,"37","85",1050.92,4
"8643",2010-04-01,"37","87",3764.26,1
"8644",2010-04-01,"37","90",200926.79,2
"8645",2010-04-01,"37","91",151097.93,2
"8646",2010-04-01,"37","92",282004.26,1
"8647",2010-04-01,"37","93",98343.93,4
"8648",2010-04-01,"37","94",171220.44,2
"8649",2010-04-01,"37","95",250545.82,2
"8650",2010-04-01,"37","96",99749.35,2
"8651",2010-04-01,"37","97",65748.47,2
"8652",2010-04-01,"37","98",27101.42,4
"8653",2010-04-01,"38","1",32611.06,4
"8654",2010-04-01,"38","2",50508.07,3
"8655",2010-04-01,"38","3",1908.91,1
"8656",2010-04-01,"38","4",47635.11,3
"8657",2010-04-01,"38","5",2758.67,4
"8658",2010-04-01,"38","6",193.67,4
"8659",2010-04-01,"38","7",3274.91,3
"8660",2010-04-01,"38","8",43101.83,2
"8661",2010-04-01,"38","9",303.85,4
"8662",2010-04-01,"38","10",1844.67,4
"8663",2010-04-01,"38","11",3815.6,4
"8664",2010-04-01,"38","12",349.13,4
"8665",2010-04-01,"38","13",49481.64,3
"8666",2010-04-01,"38","14",4418.34,1
"8667",2010-04-01,"38","16",5058.93,2
"8668",2010-04-01,"38","17",1825.42,2
"8669",2010-04-01,"38","18",2398.38,1
"8670",2010-04-01,"38","20",23,4
"8671",2010-04-01,"38","21",5302.01,4
"8672",2010-04-01,"38","25",395.25,3
"8673",2010-04-01,"38","26",3,1
"8674",2010-04-01,"38","28",761.12,4
"8675",2010-04-01,"38","29",8,4
"8676",2010-04-01,"38","31",48,4
"8677",2010-04-01,"38","32",61.83,1
"8678",2010-04-01,"38","38",196204,1
"8679",2010-04-01,"38","40",82344.39,4
"8680",2010-04-01,"38","42",495.52,1
"8681",2010-04-01,"38","46",24005.67,4
"8682",2010-04-01,"38","52",144.07,4
"8683",2010-04-01,"38","55",23.76,2
"8684",2010-04-01,"38","56",670.44,4
"8685",2010-04-01,"38","59",424.35,1
"8686",2010-04-01,"38","60",1927.2,3
"8687",2010-04-01,"38","67",3502.26,1
"8688",2010-04-01,"38","72",594.15,2
"8689",2010-04-01,"38","74",1580.09,3
"8690",2010-04-01,"38","79",41901.17,4
"8691",2010-04-01,"38","80",54191.6,1
"8692",2010-04-01,"38","81",48932.63,4
"8693",2010-04-01,"38","82",22810.82,3
"8694",2010-04-01,"38","83",11885.93,2
"8695",2010-04-01,"38","85",467.99,1
"8696",2010-04-01,"38","87",1027.42,1
"8697",2010-04-01,"38","90",150259.72,1
"8698",2010-04-01,"38","91",113337.67,1
"8699",2010-04-01,"38","92",201837.79,3
"8700",2010-04-01,"38","93",81668.91,1
"8701",2010-04-01,"38","94",104566.96,4
"8702",2010-04-01,"38","95",197727.16,2
"8703",2010-04-01,"38","96",53889.24,4
"8704",2010-04-01,"38","97",44550.36,1
"8705",2010-04-01,"38","98",22323.3,4
"8706",2010-04-01,"39","1",127831.16,2
"8707",2010-04-01,"39","2",289946.01,4
"8708",2010-04-01,"39","3",54410.12,3
"8709",2010-04-01,"39","4",194200.87,4
"8710",2010-04-01,"39","5",128747.24,2
"8711",2010-04-01,"39","6",24777.6,1
"8712",2010-04-01,"39","7",160866.76,4
"8713",2010-04-01,"39","8",165661.42,4
"8714",2010-04-01,"39","9",90773.63,4
"8715",2010-04-01,"39","10",61960.35,3
"8716",2010-04-01,"39","11",79888.84,3
"8717",2010-04-01,"39","12",22689.19,1
"8718",2010-04-01,"39","13",249312.95,1
"8719",2010-04-01,"39","14",84428.76,3
"8720",2010-04-01,"39","16",262480.85,3
"8721",2010-04-01,"39","17",51675.41,3
"8722",2010-04-01,"39","18",30475.12,3
"8723",2010-04-01,"39","20",35077.2,2
"8724",2010-04-01,"39","21",36058.06,4
"8725",2010-04-01,"39","22",49858.79,4
"8726",2010-04-01,"39","23",76937.03,4
"8727",2010-04-01,"39","24",25742.87,1
"8728",2010-04-01,"39","25",34716.75,3
"8729",2010-04-01,"39","26",48237.88,2
"8730",2010-04-01,"39","27",4501.1,3
"8731",2010-04-01,"39","28",2934.27,4
"8732",2010-04-01,"39","29",23646.11,2
"8733",2010-04-01,"39","30",16746.71,4
"8734",2010-04-01,"39","31",6172.88,4
"8735",2010-04-01,"39","32",24677.19,1
"8736",2010-04-01,"39","33",30843.93,1
"8737",2010-04-01,"39","34",77154.51,1
"8738",2010-04-01,"39","35",12515,3
"8739",2010-04-01,"39","36",5802,2
"8740",2010-04-01,"39","38",200399.24,4
"8741",2010-04-01,"39","40",264128.4,3
"8742",2010-04-01,"39","41",2813.98,1
"8743",2010-04-01,"39","42",12930.72,1
"8744",2010-04-01,"39","44",18099.21,2
"8745",2010-04-01,"39","45",8,2
"8746",2010-04-01,"39","46",150274.11,3
"8747",2010-04-01,"39","49",27774.21,2
"8748",2010-04-01,"39","51",103.72,4
"8749",2010-04-01,"39","52",7423.16,4
"8750",2010-04-01,"39","54",1147,4
"8751",2010-04-01,"39","55",47084.65,1
"8752",2010-04-01,"39","56",55895.87,4
"8753",2010-04-01,"39","58",12281,2
"8754",2010-04-01,"39","59",3546.41,3
"8755",2010-04-01,"39","60",7,1
"8756",2010-04-01,"39","67",49685.65,4
"8757",2010-04-01,"39","71",22717.66,2
"8758",2010-04-01,"39","72",216705.27,2
"8759",2010-04-01,"39","74",87331.53,1
"8760",2010-04-01,"39","78",12,2
"8761",2010-04-01,"39","79",179319.21,4
"8762",2010-04-01,"39","80",56818.44,1
"8763",2010-04-01,"39","81",90315.05,3
"8764",2010-04-01,"39","82",72752.97,1
"8765",2010-04-01,"39","83",32140.36,2
"8766",2010-04-01,"39","85",7255.91,1
"8767",2010-04-01,"39","87",25853.41,1
"8768",2010-04-01,"39","90",339731.57,1
"8769",2010-04-01,"39","91",289589.84,2
"8770",2010-04-01,"39","92",481788.46,4
"8771",2010-04-01,"39","93",181962.98,4
"8772",2010-04-01,"39","94",287498.44,4
"8773",2010-04-01,"39","95",481818.8,3
"8774",2010-04-01,"39","96",120375.45,2
"8775",2010-04-01,"39","97",109419.86,1
"8776",2010-04-01,"39","98",49163.2,4
"8777",2010-04-01,"39","99",0.01,4
"8778",2010-04-01,"40","1",112100.18,4
"8779",2010-04-01,"40","2",122108.21,1
"8780",2010-04-01,"40","3",25138.46,1
"8781",2010-04-01,"40","4",110223.97,1
"8782",2010-04-01,"40","5",88604.87,4
"8783",2010-04-01,"40","6",17706.76,2
"8784",2010-04-01,"40","7",93944.26,2
"8785",2010-04-01,"40","8",160999.92,2
"8786",2010-04-01,"40","9",86875.48,1
"8787",2010-04-01,"40","10",85085.13,4
"8788",2010-04-01,"40","11",50365.44,3
"8789",2010-04-01,"40","12",23890.6,2
"8790",2010-04-01,"40","13",105977.79,1
"8791",2010-04-01,"40","14",49931.42,1
"8792",2010-04-01,"40","16",99985.8,1
"8793",2010-04-01,"40","17",33420.7,1
"8794",2010-04-01,"40","18",15788.43,4
"8795",2010-04-01,"40","20",16178.52,2
"8796",2010-04-01,"40","21",31758.5,3
"8797",2010-04-01,"40","22",25425.79,3
"8798",2010-04-01,"40","23",62000.57,1
"8799",2010-04-01,"40","24",13469.01,2
"8800",2010-04-01,"40","25",35323.07,2
"8801",2010-04-01,"40","26",24754.03,2
"8802",2010-04-01,"40","27",4188.75,4
"8803",2010-04-01,"40","28",2316.93,3
"8804",2010-04-01,"40","29",13331.22,1
"8805",2010-04-01,"40","30",13909.29,4
"8806",2010-04-01,"40","31",5712.18,4
"8807",2010-04-01,"40","32",16983.76,3
"8808",2010-04-01,"40","33",17868.89,1
"8809",2010-04-01,"40","34",47444.23,2
"8810",2010-04-01,"40","35",11517.12,4
"8811",2010-04-01,"40","36",3178,2
"8812",2010-04-01,"40","37",9088.12,2
"8813",2010-04-01,"40","38",157906.92,2
"8814",2010-04-01,"40","40",152064.69,4
"8815",2010-04-01,"40","41",1562.84,4
"8816",2010-04-01,"40","42",21851.69,4
"8817",2010-04-01,"40","44",14028.15,3
"8818",2010-04-01,"40","45",74.06,4
"8819",2010-04-01,"40","46",43554.67,4
"8820",2010-04-01,"40","47",-214,2
"8821",2010-04-01,"40","48",1867,1
"8822",2010-04-01,"40","51",120.04,4
"8823",2010-04-01,"40","52",3986.83,3
"8824",2010-04-01,"40","54",887.97,1
"8825",2010-04-01,"40","55",45217.54,4
"8826",2010-04-01,"40","56",32629.92,2
"8827",2010-04-01,"40","59",1660.37,1
"8828",2010-04-01,"40","60",510.41,1
"8829",2010-04-01,"40","67",29444.79,1
"8830",2010-04-01,"40","71",9943.25,3
"8831",2010-04-01,"40","72",148116.89,3
"8832",2010-04-01,"40","74",47821.35,2
"8833",2010-04-01,"40","78",12,1
"8834",2010-04-01,"40","79",65505.51,1
"8835",2010-04-01,"40","80",81094.86,4
"8836",2010-04-01,"40","81",89274.49,2
"8837",2010-04-01,"40","82",51389.73,4
"8838",2010-04-01,"40","83",17643.69,4
"8839",2010-04-01,"40","85",9520.41,1
"8840",2010-04-01,"40","87",65152.9,2
"8841",2010-04-01,"40","90",282729.39,1
"8842",2010-04-01,"40","91",215879.46,3
"8843",2010-04-01,"40","92",444454.45,3
"8844",2010-04-01,"40","93",129905.96,4
"8845",2010-04-01,"40","94",204013.4,1
"8846",2010-04-01,"40","95",313805.45,4
"8847",2010-04-01,"40","96",65751.55,2
"8848",2010-04-01,"40","97",77314.02,3
"8849",2010-04-01,"40","98",42397.03,1
"8850",2010-04-01,"41","1",114348.4,4
"8851",2010-04-01,"41","2",210711.81,3
"8852",2010-04-01,"41","3",47164.2,4
"8853",2010-04-01,"41","4",125634.82,2
"8854",2010-04-01,"41","5",121556.87,2
"8855",2010-04-01,"41","6",21471.18,4
"8856",2010-04-01,"41","7",144268.84,4
"8857",2010-04-01,"41","8",156477.9,3
"8858",2010-04-01,"41","9",128618.75,1
"8859",2010-04-01,"41","10",60768.95,2
"8860",2010-04-01,"41","11",50043.31,1
"8861",2010-04-01,"41","12",20563.15,2
"8862",2010-04-01,"41","13",146396.67,3
"8863",2010-04-01,"41","14",67154.37,2
"8864",2010-04-01,"41","16",163382.94,4
"8865",2010-04-01,"41","17",49478.37,4
"8866",2010-04-01,"41","18",14492.59,2
"8867",2010-04-01,"41","20",24573.71,4
"8868",2010-04-01,"41","21",25073.74,1
"8869",2010-04-01,"41","22",43674.72,3
"8870",2010-04-01,"41","23",66970.18,1
"8871",2010-04-01,"41","24",21612.16,1
"8872",2010-04-01,"41","25",28269.5,2
"8873",2010-04-01,"41","26",31449.65,3
"8874",2010-04-01,"41","27",4641.5,2
"8875",2010-04-01,"41","28",2287.83,1
"8876",2010-04-01,"41","29",14224.4,4
"8877",2010-04-01,"41","30",10865.9,4
"8878",2010-04-01,"41","31",5876.72,2
"8879",2010-04-01,"41","32",20179.92,4
"8880",2010-04-01,"41","33",26232.14,2
"8881",2010-04-01,"41","34",51888.67,2
"8882",2010-04-01,"41","35",10436,1
"8883",2010-04-01,"41","36",4929.1,4
"8884",2010-04-01,"41","38",183287.33,4
"8885",2010-04-01,"41","40",236620.76,3
"8886",2010-04-01,"41","41",3072.22,4
"8887",2010-04-01,"41","42",21590.51,3
"8888",2010-04-01,"41","44",21745.45,4
"8889",2010-04-01,"41","45",65.02,3
"8890",2010-04-01,"41","46",121706,1
"8891",2010-04-01,"41","49",22764.06,2
"8892",2010-04-01,"41","51",135.56,4
"8893",2010-04-01,"41","52",7549.61,4
"8894",2010-04-01,"41","54",391,4
"8895",2010-04-01,"41","55",46755.47,2
"8896",2010-04-01,"41","56",47232.65,1
"8897",2010-04-01,"41","58",17594,3
"8898",2010-04-01,"41","59",3708.1,4
"8899",2010-04-01,"41","60",2085.6,1
"8900",2010-04-01,"41","67",44493.93,2
"8901",2010-04-01,"41","71",18282.82,2
"8902",2010-04-01,"41","72",187435.7,1
"8903",2010-04-01,"41","74",78518.29,1
"8904",2010-04-01,"41","79",105662.8,4
"8905",2010-04-01,"41","80",74136.5,2
"8906",2010-04-01,"41","81",91917.86,1
"8907",2010-04-01,"41","82",66909.31,4
"8908",2010-04-01,"41","83",20101.38,2
"8909",2010-04-01,"41","85",6821.15,2
"8910",2010-04-01,"41","87",28254.09,4
"8911",2010-04-01,"41","90",300650.29,4
"8912",2010-04-01,"41","91",240783.17,4
"8913",2010-04-01,"41","92",497831.89,3
"8914",2010-04-01,"41","93",153387.45,3
"8915",2010-04-01,"41","94",220314.69,1
"8916",2010-04-01,"41","95",382699.66,3
"8917",2010-04-01,"41","96",11004.31,2
"8918",2010-04-01,"41","97",81320.17,1
"8919",2010-04-01,"41","98",43126.48,1
"8920",2010-04-01,"42","1",60300.16,4
"8921",2010-04-01,"42","2",75395.5,2
"8922",2010-04-01,"42","3",3697.35,2
"8923",2010-04-01,"42","4",67943.94,4
"8924",2010-04-01,"42","5",8967.5,4
"8925",2010-04-01,"42","7",5425.55,4
"8926",2010-04-01,"42","8",84589.57,1
"8927",2010-04-01,"42","9",556.97,2
"8928",2010-04-01,"42","10",1775.45,4
"8929",2010-04-01,"42","11",4353.78,3
"8930",2010-04-01,"42","12",392.48,4
"8931",2010-04-01,"42","13",71610.38,3
"8932",2010-04-01,"42","14",7939.14,4
"8933",2010-04-01,"42","16",8092.47,1
"8934",2010-04-01,"42","17",2189.72,3
"8935",2010-04-01,"42","18",3051.41,3
"8936",2010-04-01,"42","21",7305.17,3
"8937",2010-04-01,"42","25",634.25,1
"8938",2010-04-01,"42","28",355,3
"8939",2010-04-01,"42","31",183,1
"8940",2010-04-01,"42","32",187.51,4
"8941",2010-04-01,"42","38",202236.17,3
"8942",2010-04-01,"42","40",97682.51,2
"8943",2010-04-01,"42","42",762.97,4
"8944",2010-04-01,"42","46",30867.32,4
"8945",2010-04-01,"42","52",242.86,3
"8946",2010-04-01,"42","56",1459.7,2
"8947",2010-04-01,"42","59",592.23,1
"8948",2010-04-01,"42","60",1874.4,4
"8949",2010-04-01,"42","67",5540.57,3
"8950",2010-04-01,"42","74",87.08,2
"8951",2010-04-01,"42","79",70581.55,2
"8952",2010-04-01,"42","80",77338.49,3
"8953",2010-04-01,"42","81",72888.34,4
"8954",2010-04-01,"42","82",31472.14,3
"8955",2010-04-01,"42","83",15852.22,1
"8956",2010-04-01,"42","85",523.84,1
"8957",2010-04-01,"42","87",1099.98,1
"8958",2010-04-01,"42","90",236029.21,3
"8959",2010-04-01,"42","91",194666.77,2
"8960",2010-04-01,"42","92",364804.53,1
"8961",2010-04-01,"42","93",144187.03,1
"8962",2010-04-01,"42","94",164210.24,3
"8963",2010-04-01,"42","95",294800.24,2
"8964",2010-04-01,"42","96",71716.95,1
"8965",2010-04-01,"42","97",77649.89,2
"8966",2010-04-01,"42","98",33854.94,2
"8967",2010-04-01,"43","1",44025.49,4
"8968",2010-04-01,"43","2",110492.78,2
"8969",2010-04-01,"43","3",5298.16,3
"8970",2010-04-01,"43","4",98082.46,3
"8971",2010-04-01,"43","6",274.8,2
"8972",2010-04-01,"43","7",4209.69,1
"8973",2010-04-01,"43","8",73315.15,1
"8974",2010-04-01,"43","9",480.15,2
"8975",2010-04-01,"43","10",2797.56,3
"8976",2010-04-01,"43","11",2968.49,1
"8977",2010-04-01,"43","12",639.07,2
"8978",2010-04-01,"43","13",98251.45,1
"8979",2010-04-01,"43","14",9218.65,4
"8980",2010-04-01,"43","16",19181.51,1
"8981",2010-04-01,"43","17",3692.59,3
"8982",2010-04-01,"43","18",3196.37,1
"8983",2010-04-01,"43","21",9035.85,1
"8984",2010-04-01,"43","25",267.75,4
"8985",2010-04-01,"43","26",11.92,2
"8986",2010-04-01,"43","28",970,3
"8987",2010-04-01,"43","31",88,1
"8988",2010-04-01,"43","32",109.84,3
"8989",2010-04-01,"43","33",5,3
"8990",2010-04-01,"43","38",255837.46,3
"8991",2010-04-01,"43","40",101997.46,1
"8992",2010-04-01,"43","42",837.41,3
"8993",2010-04-01,"43","44",-0.52,4
"8994",2010-04-01,"43","46",46989.53,4
"8995",2010-04-01,"43","52",273.91,2
"8996",2010-04-01,"43","56",503.8,3
"8997",2010-04-01,"43","59",999.58,2
"8998",2010-04-01,"43","60",2895.2,1
"8999",2010-04-01,"43","67",5932.7,4
"9000",2010-04-01,"43","72",104.11,1
"9001",2010-04-01,"43","74",3302.52,1
"9002",2010-04-01,"43","79",76406.28,3
"9003",2010-04-01,"43","80",93208.78,1
"9004",2010-04-01,"43","81",104008.55,4
"9005",2010-04-01,"43","82",40832.77,1
"9006",2010-04-01,"43","83",26065.39,2
"9007",2010-04-01,"43","85",376.38,4
"9008",2010-04-01,"43","87",113.82,1
